Date,Company,Job Title,Location,Description,Seniority,Type,Job Function,Industry,Link
2022-02-02,Grupo Safira,Engenheiro de Dados Júnior,"Barueri, SP","# Quem somos nós?

Somos o Grupo Safira! Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o mercado energético, financeiro e de inovação.

Há 13 anos iniciamos a nossa jornada na comercialização de energia e hoje investimos em novas soluções, como: desenvolvimento de softwares, fintechs, aceleração de startups etc.

Como não nos limitamos, muitas conquistas ainda estão por vir e você pode fazer parte desse processo!

# O que você irá fazer?

Criar e dar manutenção em pipelines de dados;
Processar, tratar e validar a integridade de dados para análises e modelagem;
Garantir o funcionamento da plataforma de processamento de dados usada pelo time;
Participar da concepção da plataforma de dados;
Fomentar e apoiar a cultura Data Driven.

# O que buscamos em você?

Graduação completa em Economia, Engenharia, Ciências da Computação e correlatas;
Conhecimento Intermediário em Inglês;
Conhecimento de SQL, Python e Spark;
Conhecimentos em Docker e Kubernetes;
Conhecimentos de Airflow;
Conhecimento intermediário em Excel;
Conhecimento em plataformas de Cloud.

Diferencial: Ter tido alguma experiencia com aplicações em Data Science.

# Habilidades

Autonomia para propor soluções;
Perfil Proativo;
Perfil Investigativo;
Perfil Analitico;
Boas habilidades de comunicação e colaboração;
Raciocínio Lógico;
Gostar de desafios, de resolver problemas e ter facilidade de aprendizado.

# O que você irá receber?

Oportunidade de crescimento e aprendizado;
Ambiente descontraído;
Desenvolvimento de trilha de carreira;
Salário compatível com o mercado;
Vale Refeição e Mobilidade em um cartão flexível (swile);
Plano de Saúde;
Plano Odontológico;
Seguro de vida em grupo;
Gympass;
Quick Massage;
Frutas no escritório;
Day off no dia do aniversário;
Short e summer friday - Ou seja, a possibilidade de que os colaboradores saiam 1h mais cedo às sextas-feiras, e no verão, os colaboradores podem sair até 2h mais cedo às sextas-feiras!
No dress code: seja você mesmo!
Kit boas-vindas: esse vamos deixar para surpresa 😉

Querendo mais, fazendo mais!",Não aplicável,Tempo integral,Tecnologia da informação,Petróleo e gás,https://br.linkedin.com/jobs/view/engenheiro-de-dados-j%C3%BAnior-at-grupo-safira-2905641299?refId=UDAPeAcoJMEhY%2FE0oD%2BPuQ%3D%3D&trackingId=pk1jGmq18Jf35NIpxjL1bA%3D%3D&position=24&pageNum=24&trk=public_jobs_jserp-result_search-card
2022-01-21,TEMPO ASSIST,Analista de MIS,"Barueri, SP","Você pode fazer parte do time da maior empresa de assistências do país. Quer saber mais sobre nós e o desafio dessa oportunidade?




Somos a maior empresa de assistências especializadas do mercado brasileiro e a única independente. Atuamos nos segmentos residencial, automóvel e pessoal, assegurando bem-estar e tranquilidade aos nossos clientes 24 horas por dia, 7 dias por semana. Com 27 anos de mercado, a Tempo se caracteriza pela inovação constante em produtos, processos e serviços, apoiada por uso intensivo de tecnologia. Temos como principais acionistas o fundo de private equity Carlyle e o grupo Swiss Re. Com sede em Barueri, São Paulo, geramos 2.700 empregos diretos e mais de 22 mil empresas parceiras para realizar, anualmente, mais de 1,7 milhão de atendimentos em 5.226 municípios de um total de 5.570 que existem em todo Brasil.




E então, quer fazer parte do nosso time?




Nossa área de Gestão da Informação está em busca de um (a) Analista de Gestão da Informação que tenha foco em resultados!




Confira abaixo o principal desafio:

Responsável pela criação, manutenção e gestão de relatórios gerenciais, tabelas e dashboards através da extração e manipulação de dados para análise e reports aos gestores e stakeholders.




E mais:

Criar relatórios gerenciais, tabelas, reports e dashboards através da extração e manipulação de dados para análise e reporte aos gestores e stakeholders, por meio dos dados extraído das ferramentas de BI (MicroStrategy, PL SQL e Power BI), visando apoiar na tomada de decisão, bem como migigar possíveis prejúizos à companhia.
Criar tabelas, extração e manipulação de dados com o objetivo de parametrizar os dados.
Analisar as informações coletadas, construindo estudos com visões analíticas visando identificar oportunidades de melhoria, além de democratizar os dados da cia.
Realizar Mapeamento e priorização de demandas solicitadas pelos clientes internos e externos.
Desenvolver novos processos e rotinas mais automatizados e otimizados, bem como melhorar os existentes, visando atender aos objetivos estabelecidos pela cia quanto à qualidade, custos e prazos.
Contribuir tecnicamente e propor novas métricas que tragam ganho de performance e agilidade às análises de negócio.




Requisitos:

O candidato tem que ter trabalhado na área de relatórios, análises de números, apresentação de dashboard tanto interno quanto externo;
Conhecimentos desejáveis em ferramentas de BI (MicroStrategy, PL SQL e Power BI);
Excel avançado.
SQL avançado.




Benefícios:

Vale Transporte ou auxilio mobilidade;

Estacionamento;

Vale Alimentação;

Vale Refeição;

Assistência Médica Bradesco Seguros;

Assistência Odontológica Caixa Seguradora;

Gympass;

Convênio com Farmácias;

Convênio com instituição de Ensino (Graduação, Pós-Graduação e MBA)

Convênio escola de Idiomas;

Clube de vantagens (descontos com lojas, cinemas, hotéis, restaurantes e parques);

Auxilio Creche;

Seguro de Vida;

Assistência residencial;

Participação nos lucros da Empresa (PLR);




Localidade e disponibilidade Horário: Barueri/Alphaville - 08:00-18:00-Seg.Qui / Sexta-08:00-17:00

2 vezes por semana no escritório e 3 vezes por semana home office.




Se identificou? Venha fazer parte do nosso time!",Pleno-sênior,Tempo integral,Tecnologia da informação,Seguros,https://br.linkedin.com/jobs/view/analista-de-mis-at-tempo-assist-2884843481?refId=UDAPeAcoJMEhY%2FE0oD%2BPuQ%3D%3D&trackingId=OO5OpQAccXWHgHU4oei74w%3D%3D&position=25&pageNum=24&trk=public_jobs_jserp-result_search-card
2021-12-20,Duratex,Analista de Banco de Dados Sênior (DBA),"São Paulo, Brasil","Buscamos uma (um) Analista de Banco de Dados Sênior (DBA).

Se você tem atitude de dono, acredita na liderança pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo, que fomenta a inovação e acredita na diversidade, o seu ambiente é aqui na Duratex!.

Inscreva-se e venha fazer parte da nossa jornada de transformação.

Com o propósito de oferecer Soluções para Melhor Viver, nós somos parte do dia a dia das cidades e da vida das pessoas por meio das marcas Deca, Hydra, Ceusa, Portinari, Durafloor e Duratex. Temos 5 unidades florestais (MG, SP e RS) e 16 unidades industriais no Brasil (MG, SC, RS, SP, PB, PE, SE e RJ), 3 fábricas na Colômbia e 100% da plataforma Viva Decora.

Responsabilidades e atribuições

Administração de banco de dados relacional e não relacional.
Monitoração de Servidor de Banco de Dados Oracle/SQL.
Instalação, configuração e administração de Servidores SQL Server e seus respectivos backups.
Importação e Exportação de Dados.
Redimensionamento de Tablespaces.
Tuning em Rotinas em Stored Procedures, Triggers, Functions e Queries.

Requisitos e qualificações

Experiência no suporte a ambientes de Produção e Desenvolvimento, incluindo: atendimento a usuários de TI e negócio, troubleshooting, análise de logs para manutenções e correções.
Experiência em serviços de dados na nuvem.
Experiência em auditoria de databases e login.
Mapeamento e detecção de vulnerabilidades.
Habilidades e conhecimentos de segurança em Banco de dados.
Conhecimentos das melhores práticas para análise de performance e segurança de queries e validações de modelos de banco de dados.
Bons conhecimentos em soluções de DR e HA.",Não aplicável,Tempo integral,Tecnologia da informação,Construção,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-s%C3%AAnior-dba-at-duratex-2879328575?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=oNgTSd9MmCLSEApSBBMAtg%3D%3D&position=1&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-01-23,Itaú Unibanco,Engenheiro (a) de Dados e Analytics,"São Paulo, SP","Como é o ambiente de trabalho?

Vem construir a área de tecnologia Itaú

Somos o Maior banco da América Latina, a marca mais valiosa do Brasil e a segunda melhor empresa para trabalhar segundo o ranking da Great Place to Work US 2021, estamos presentes em 18 países impactando diariamente mais de 55 milhões de clientes através dos nossos produtos e soluções.

Queremos ser uma empresa onde pessoas de todos os gêneros, raça, idade, orientação sexual e com deficiência escolham para se desenvolver, com diversidade em clientes, tecnologias, produtos, soluções e faremos isso com você!

Não queremos você apenas por achar que tem a nossa cara. Queremos ter um pouco da sua também!

O que esperamos de você?

Estamos buscando pessoas que queiram se desenvolver e aprender constantemente, compartilhando, colaborando, inovando e entregando valor para todos os nossos clientes.

A Diretoria de Engenharia de Dados está em constante transformação apoiando o banco na construção do cenário de dados e Analytics que possibilite termos uma visão completa da jornada do cliente no Itaú-Unibanco. Nesse contexto buscamos profissionais com conhecimento em cloud AWS (migração e execução de pipelines), conhecimento em Hadoop e arquiteturas distribuídas, SQL e Python que possam atuar de forma colaborativa e orientativa junto aos times de Decision Science

Responsabilidades da Oportunidade

Migração para AWS

Analisar dados e custos

Processar melhorias

Produtizar os dados

Reutilizar frameworks

Reduzir budget

Requisitos

AWS
SQL
Python
Migração para Cloud
Hadoop
Alteryx
Big Data",Não aplicável,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Desenvolvimento de software e Publicação na Internet",https://br.linkedin.com/jobs/view/engenheiro-a-de-dados-e-analytics-at-ita%C3%BA-unibanco-2886635441?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=H726CduMC2MoBITNf2S4Yw%3D%3D&position=2&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-01-13,OLX Brasil,Banco de Talentos - Analista de Dados (OLX e Zap+),"Rio de Janeiro, RJ","Descrição da empresa

Quer fazer parte de uma das mais relevantes empresas 100% digitais do mercado brasileiro? Nós, da OLX Brasil, estamos de portas abertas para você.

Agora nós somos uma holding com duas business units (unidades de negócio): a OLX e o Zap+. Somamos nossa expertise em tech e produto para continuarmos desenvolvendo tecnologia feita em casa e nos tornando cada vez mais uma referência no segmento de anúncios online. Só nosso time de tecnologia conta com quase 400 pessoas com grandes desafios. Afinal, conectamos milhares de pessoas diariamente, com mais de 500 mil de anúncios publicados todos os dias, que recebem mais de 70 milhões de visitas por mês.

Descrição da vaga

E o que você vai fazer no dia-a-dia?

Identificar novas oportunidades através da análise de padrões de comportamento de usuários e da eficiência de sistemas e funcionalidades;
Liderar investigação quantitativa de problemas junto aos times, confirmando sua ocorrência e provendo informações para auxiliar na priorização e solução;
Apoiar os times no mapeamento de KPIs, automatizando o cálculo e a visualização, gerindo o monitoramento e entendimento dessas métricas e considerando as dimensões apropriadas para a análise de cada indicador;
Coletar e analisar dados de mercado, tanto tendências como concorrência, para apoiar os times na decisão de quais problemas devem ser resolvidos e de que maneira;
Ter uma forte noção de como entregamos valor para os nossos usuários e como podemos ajudar a OLX a fazer isso cada vez mais!


Qualificações

E o que você precisa ter?

Experiência em análise de dados e gestão de KPIs no mercado digital;
Forte perfil analítico e capacidade de resolução de problemas;
Conhecimento de SQL e desenvolvimento para extração de dados;
Experiência com ferramentas de visualização de dados como Tableau, Power BI, ou similares;
Experiência com Excel;
Habilidades de comunicação e apresentação.


Informações adicionais

Temos dois escritórios: um no Rio de Janeiro, no bairro do Flamengo, e outro em São Paulo, no bairro da Consolação. Os dois ambientes são super descontraídos e refletem o nosso jeito leve de trabalhar. Atualmente, estamos em aproximadamente 1.600 lugares, :) pois todas as nossas pessoas estão trabalhando de forma remota, devido à pandemia.

Mais sobre a OLX Brasil:

Para nossas oportunidades, não fazemos distinção de cor, nacionalidade, identidade de gênero, se o profissional possui alguma deficiência… o que importa é ter as habilidades necessárias para cada função e ter garra para aproveitar os desafios e para aprender todos os dias. Aqui, damos espaço para você ser quem você é, sem julgamentos e preconceitos.

O nosso clima de trabalho é leve e descontraído. E sabe qual é o segredo? Somos gente do bem e nos respeitamos muito! Seja em home office ou nos nossos escritórios, sempre tem alguém gargalhando ou sorrindo, pronto para receber o outro de braços ou câmeras abertas.

Candidate-se e venha fazer parte dessa transformação com a gente! :)",Não aplicável,Tempo integral,Outro,"Serviços e consultoria de TI, Serviços de marketing e Publicação na Internet",https://br.linkedin.com/jobs/view/banco-de-talentos-analista-de-dados-olx-e-zap%2B-at-olx-brasil-2911177917?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=%2BEOi3mXlVI9doIodPVY97Q%3D%3D&position=3&pageNum=25&trk=public_jobs_jserp-result_search-card
2021-12-17,Octadesk,Pessoa Engenheira de Dados,"São Paulo, SP","
        Descrição da empresaQuer fazer parte de uma das mais relevantes empresas 100% digitais do mercado brasileiro? Nós, da OLX Brasil, estamos de portas abertas para você.Agora nós somos uma holding com duas business units (unidades de negócio): a OLX e o Zap+. Somamos nossa expertise em tech e produto para continuarmos desenvolvendo tecnologia feita em casa e nos tornando cada vez mais uma referência no segmento de anúncios online. Só nosso time de tecnologia conta com quase 400 pessoas com grandes desafios. Afinal, conectamos milhares de pessoas diariamente, com mais de 500 mil de anúncios publicados todos os dias, que recebem mais de 70 milhões de visitas por mês.Descrição da vagaE o que você vai fazer no dia-a-dia?Identificar novas oportunidades através da análise de padrões de comportamento de usuários e da eficiência de sistemas e funcionalidades;Liderar investigação quantitativa de problemas junto aos times, confirmando sua ocorrência e provendo informações para auxiliar na priorização e solução;Apoiar os times no mapeamento de KPIs, automatizando o cálculo e a visualização, gerindo o monitoramento e entendimento dessas métricas e considerando as dimensões apropriadas para a análise de cada indicador;Coletar e analisar dados de mercado, tanto tendências como concorrência, para apoiar os times na decisão de quais problemas devem ser resolvidos e de que maneira;Ter uma forte noção de como entregamos valor para os nossos usuários e como podemos ajudar a OLX a fazer isso cada vez mais!QualificaçõesE o que você precisa ter?Experiência em análise de dados e gestão de KPIs no mercado digital;Forte perfil analítico e capacidade de resolução de problemas;Conhecimento de SQL e desenvolvimento para extração de dados;Experiência com ferramentas de visualização de dados como Tableau, Power BI, ou similares;Experiência com Excel;Habilidades de comunicação e apresentação.Informações adicionaisTemos dois escritórios: um no Rio de Janeiro, no bairro do Flamengo, e outro em São Paulo, no bairro da Consolação. Os dois ambientes são super descontraídos e refletem o nosso jeito leve de trabalhar. Atualmente, estamos em aproximadamente 1.600 lugares, :) pois todas as nossas pessoas estão trabalhando de forma remota, devido à pandemia.Mais sobre a OLX Brasil:Para nossas oportunidades, não fazemos distinção de cor, nacionalidade, identidade de gênero, se o profissional possui alguma deficiência… o que importa é ter as habilidades necessárias para cada função e ter garra para aproveitar os desafios e para aprender todos os dias. Aqui, damos espaço para você ser quem você é, sem julgamentos e preconceitos.O nosso clima de trabalho é leve e descontraído. E sabe qual é o segredo? Somos gente do bem e nos respeitamos muito! Seja em home office ou nos nossos escritórios, sempre tem alguém gargalhando ou sorrindo, pronto para receber o outro de braços ou câmeras abertas.Candidate-se e venha fazer parte dessa transformação com a gente! :)
      ",Não aplicável,Tempo integral,Outro,"Serviços e consultoria de TI, Serviços de marketing e Publicação na Internet",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-dados-at-octadesk-2874474124?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=AOOFf7gg1crLhdYm5ISRSQ%3D%3D&position=4&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-01-21,Mollica IT,Analista de Dados - Pleno/Sênior,"Agudos, SP","Buscando Projetos Internacionais?

Então vem com a Mollica e encontre a oportunidade certa pra dar match!

Buscamos profissionais para atuar em projetos nível Global de desenvolvimento com foco em transformação digital.

📍 Requisitos

Conceitos de ETL;
Modelagem de Dados para - Lake e DW;
Ferramentas DataStage e Shell Script;
Ambiente Unix e AWS;
SGBD - Oracle / Sybase IQ / Redshift.

🌍 Idioma

Inglês avançado

Modelo de contratação: CLT

Benefícios

✔️Assistência Médica

✔️Assistência Odontológica

✔️Seguro de Vida

✔️Auxílio Creche

✔️Gympass

✔️Vale Refeição ou Alimentação

✔️Assistência Financeira (Jurídica, Social, Psicológica).

Período: Indeterminado

Local: 100% Home Office

OBS: Estamos trabalhando estas vagas para consultoria TCS.

📍 Sobre a TCS

O que nós fazemos? Como líderes globais em serviços de TI, soluções digitais e negócios, fazemos parcerias com clientes para simplificar, fortalecer e transformar, ajudando clientes a criar o futuro!

Somos uma das 5 principais empresas de tecnologia na Top 100 do mundo da Forbes, o maior grupo multinacional de negócios da Índia, com instalações de fabricação em mais de 40 países com presença operacional em 180 países. Suas operações são apoiadas por uma pilha de mais de 80 aplicativos SAP e mais de 1900 Aplicativos não SAP.

Oferecemos perspectiva de crescimento, e oportunidade de aprendizado e certificações. Desejamos construir a próxima geração de sistemas e fábricas que envolvem as mais recentes Tecnologias e migrando para a Nuvem nos próximos 2 anos. Possuímos desenvolvimento Agile, Devops e oportunidades em 60 países.

A TCS combina experiência em tecnologia e inteligência de negócios para catalisar mudanças e entregar resultados.

Qualquer dúvida favor acionar squad.tech@mollicait.com",Pleno-sênior,Tempo integral,Tecnologia da informação,Segurança de redes e computadores,https://br.linkedin.com/jobs/view/analista-de-dados-pleno-s%C3%AAnior-at-mollica-it-2886931354?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=vK8SnMixXFwqDXx0sF33QA%3D%3D&position=5&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-02-09,C6 Bank,Analista de Governança de Dados Sênior,"São Paulo, SP","Job Description

O time de Governança de Dados está em busca de um (a) novo (a) integrante para atuar nas atividades que envolvem a qualidade de dados, gestão de metadados, políticas, padrões e boas práticas, proteção dos dados e apoiar na distribuição do conhecimento em relação aos mesmos, sempre vinculados com as estratégias de negócios e evolução da cultura de dados, porém o maior foco deste profissional serão as atividades de Qualidade de Dados.

Main responsibilities

Desenvolver processos e regras de qualidade de dados.

Criar rotinas de análises dos processos de qualidade de dados e realizar estas análises.

Desenvolver e gerenciar os indicadores de qualidade de dados.

Apoiar na construção e melhorias de boas práticas de catálogo, qualidade e proteção dos dados.

Apoiar na conscientização sobre políticas e diretrizes de dados na organização.

Apoiar na definição dos Data Stewards e contribuir para distribuição de conhecimento dos conceitos de negócios relacionados aos dados disponibilizados, a gestão de acesso aos mesmos e melhorias de qualidade.

Mapear, catalogar e classificar os dados, desde o seu consumo até a sua disponibilização para diversas áreas.

Desenvolver e manter a linhagem de dados.

Mapear fluxos e processos de negócio para melhor otimização de uso dos dados estabelecendo segurança nos acessos e proteção dos mesmos.

Elaborar/manter processos na plataforma de dados visando proteção/controle do uso dos dados.

Requirements And Skills

Ter Perfil analítico e crítico.

Experiência com metodologia ágil.

Experiência avançada em linguagem SQL.

Experiência avançada em ferramenta de catálogo de dados e de qualidade de dados.

Conhecimento no GCP e Big Query.

Conhecimento do DMBOK.

Conhecimento em LGPD (Lei Geral de Proteção de Dados).

Experiência ou conhecimentos em implementação de um programa de governança de dados.

O BANCO DA VIDA DE 14 MILHÕES DE PESSOAS

Somos um banco completo, lançado em 2019, e já superamos a marca de 14 milhões de clientes no Brasil. Atendemos pessoas físicas, MEIs e PMEs e estamos presente em 100% dos municípios brasileiros. Sem agências físicas, oferecemos produtos financeiros acessíveis para todos os perfis de clientes.

Com sede em São Paulo, temos no grupo mais de 2.500 colaboradores. Em poucos mais de dois anos de operação, recebemos diversos reconhecimentos. Fomos eleitos pelo Glassdoor como empresa mais amada (2019), com base na opinião dos colaboradores, e, em 2019 e 2020, fomos reconhecidos como o banco digital com melhor experiência de abertura de conta, segundo pesquisa da idwall. Também em 2020 fomos escolhidos como o melhor banco digital pelo Prêmio Canaltech. Além disso, ficamos em 1º lugar no LinkedIn Top Startups 2021, a lista das startups em que os brasileiros mais desejam trabalhar.

Aqui no C6 Bank, valorizamos o diálogo, a abertura e, acima de tudo, o respeito. Estamos construindo, em nosso dia a dia e nos nossos processos seletivos, uma cultura de respeito à diversidade e inclusão. Aqui vale o poder do autor. Todo mundo deve ter liberdade e autonomia para propor novas ideias e construir coisas incríveis.

Queremos mudar a experiência das pessoas com os serviços financeiros. Quer participar dessa jornada com a gente? Confira nossas vagas e cadastre seu currículo no nosso banco de talentos!

Conheça mais sobre nós",Assistente,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Desenvolvimento de software e Publicação na Internet",https://br.linkedin.com/jobs/view/analista-de-governan%C3%A7a-de-dados-s%C3%AAnior-at-c6-bank-2914385820?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=6vVTWO66%2FVV3o0qpX0ULmg%3D%3D&position=6&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-02-03,Grupo Carrefour Brasil,Analista de Governança de TI Pl - Indicadores,"São Paulo, Brasil","MAIS QUE MERCADO




O Carrefour acredita no potencial transformador da boa alimentação, e tem como propósito ser líder mundial em transição alimentar. Facilitamos aos nossos 13 milhões de clientes, diariamente e em qualquer lugar, o acesso à alimentação saudável a preço justo.




Para atingir o nosso objetivo, lançamos o ACT FOR FOOD, um movimento pela boa alimentação, com base no sabor original e na alta qualidade dos alimentos, respeitando as regionalidades presentes no Brasil e demais países.




Saiba mais em: https://actforfood.carrefour.com.br/Nossos-compromissos




A estrutura organizacional do Carrefour é orientada por valores que tem o poder de transformar a sociedade para melhor, como a democratização da alimentação saudável, a valorização da diversidade, o respeito ao meio ambiente e a paixão pelo que fazemos.




A alimentação é parte importante do nosso negócio, mas, no Grupo Carrefour Brasil, a principal missão é ser motor de transformação social, por isso, criamos o movimento ACT FOR CHANGE, com quatro pilares que encontram força na simplicidade: Crescer, Alcançar o sucesso juntos, Servir aos nossos clientes com paixão e Agir com simplicidade.




Buscamos por: Analista de Governança de TI Pl - Indicadores




Sobre a área:

A área tem como objetivo construir, suportar e evoluir as ferramentas de apoio na gestão da TI, usando a tecnologia a favor da tomada de decisão.




Missão do Cargo:




Foco no uso de ferramentas para simplificar o dia dia: Automatizar as questões repetitivas de baixo valor agregado;

Evoluir uso de ferramentas PPM e Gestão das iniciativas;

Evoluir dashboard para apoiar na visão e tomada de decisão.




Responsabilidades:

Trabalhar focado na evolução e manutenção dos Indicadores e Dados;

Realizar atividades de suporte, atendimento e treinamento aos clientes e parceiros.




Você precisa ter:

Superior Completo em áreas como Tecnologia ou Administração

Experiência em programação: Python, SQL, Bigtable, Bigquery, Data Studio ou similares







VOCÊ MERECE O MELHOR (BENEFÍCIOS)




● Assistência Médica e Odontológica

● PLR / Bônus

● Licença Maternidade / Paternidade - Estendida

● Desconto em compras usando Cartão Carrefour, em todas as nossas lojas, postos, drogarias e e-commerce

● Dress code? Seja você mesmo, respeitamos a sua individualidade.

● Benefício Ótica

● Participe em grupos de afinidade:

o GARU (Diversidade racial)

o TODXS (Diversidade sexual)

o Carrefour por Elas (Diversidade de gênero)

o Mais Inclusão (Inclusão de pessoas com deficiência)

● Possibilidade de participar do Programa de Recrutamento Interno para potencializar sua carreira




No Carrefour, trabalhamos diariamente a cultura do respeito e da equidade. A valorização da diversidade é um compromisso para o Carrefour, por isso, encorajamos a candidatura e damos oportunidade a profissionais diversos, sejam Mulheres, Negros(as), Pessoas LGBTI+, Pessoas com deficiência ou Pessoas em situação de refúgio.




Se identificou? Conheça as nossas vagas, inscreva-se e vamos juntos mudar o mundo através da alimentação! #TodEsMerecemOportunidades",Pleno-sênior,Tempo integral,Tecnologia da informação,Serviços e consultoria de TI e Varejo,https://br.linkedin.com/jobs/view/analista-de-governan%C3%A7a-de-ti-pl-indicadores-at-grupo-carrefour-brasil-2902875473?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=vzda4ZgHeFAgxupZ3jqTJQ%3D%3D&position=7&pageNum=25&trk=public_jobs_jserp-result_search-card
2022-01-13,Centro Administrativo Havan,Analista de Dados (ETL) com ênfase em CRM,"Brusque, SC","
        MAIS QUE MERCADOO Carrefour acredita no potencial transformador da boa alimentação, e tem como propósito ser líder mundial em transição alimentar. Facilitamos aos nossos 13 milhões de clientes, diariamente e em qualquer lugar, o acesso à alimentação saudável a preço justo.Para atingir o nosso objetivo, lançamos o ACT FOR FOOD, um movimento pela boa alimentação, com base no sabor original e na alta qualidade dos alimentos, respeitando as regionalidades presentes no Brasil e demais países.Saiba mais em: https://actforfood.carrefour.com.br/Nossos-compromissosA estrutura organizacional do Carrefour é orientada por valores que tem o poder de transformar a sociedade para melhor, como a democratização da alimentação saudável, a valorização da diversidade, o respeito ao meio ambiente e a paixão pelo que fazemos.A alimentação é parte importante do nosso negócio, mas, no Grupo Carrefour Brasil, a principal missão é ser motor de transformação social, por isso, criamos o movimento ACT FOR CHANGE, com quatro pilares que encontram força na simplicidade: Crescer, Alcançar o sucesso juntos, Servir aos nossos clientes com paixão e Agir com simplicidade.Buscamos por: Analista de Governança de TI Pl - IndicadoresSobre a área:A área tem como objetivo construir, suportar e evoluir as ferramentas de apoio na gestão da TI, usando a tecnologia a favor da tomada de decisão. Missão do Cargo:Foco no uso de ferramentas para simplificar o dia dia: Automatizar as questões repetitivas de baixo valor agregado;Evoluir uso de ferramentas PPM e Gestão das iniciativas;Evoluir dashboard para apoiar na visão e tomada de decisão.Responsabilidades:Trabalhar focado na evolução e manutenção dos Indicadores e Dados;Realizar atividades de suporte, atendimento e treinamento aos clientes e parceiros.Você precisa ter:Superior Completo em áreas como Tecnologia ou AdministraçãoExperiência em programação: Python, SQL, Bigtable, Bigquery, Data Studio ou similaresVOCÊ MERECE O MELHOR (BENEFÍCIOS)● Assistência Médica e Odontológica● PLR / Bônus● Licença Maternidade / Paternidade - Estendida● Desconto em compras usando Cartão Carrefour, em todas as nossas lojas, postos, drogarias e e-commerce● Dress code? Seja você mesmo, respeitamos a sua individualidade.● Benefício Ótica● Participe em grupos de afinidade:o GARU (Diversidade racial)o TODXS (Diversidade sexual)o Carrefour por Elas (Diversidade de gênero)o Mais Inclusão (Inclusão de pessoas com deficiência)● Possibilidade de participar do Programa de Recrutamento Interno para potencializar sua carreiraNo Carrefour, trabalhamos diariamente a cultura do respeito e da equidade. A valorização da diversidade é um compromisso para o Carrefour, por isso, encorajamos a candidatura e damos oportunidade a profissionais diversos, sejam Mulheres, Negros(as), Pessoas LGBTI+, Pessoas com deficiência ou Pessoas em situação de refúgio.Se identificou? Conheça as nossas vagas, inscreva-se e vamos juntos mudar o mundo através da alimentação! #TodEsMerecemOportunidades
      ",Pleno-sênior,Tempo integral,Tecnologia da informação,Serviços e consultoria de TI e Varejo,https://br.linkedin.com/jobs/view/analista-de-dados-etl-com-%C3%AAnfase-em-crm-at-centro-administrativo-havan-2910726786?refId=w1Vmn0ju9V0t%2FuL%2FrsIhUg%3D%3D&trackingId=hyDU6HZOZAbSqQtiWMTLdw%3D%3D&position=8&pageNum=25&trk=public_jobs_jserp-result_search-card
